Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Vehicle Type,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_with_microwave,Cooking_with_oven,Cooking_with_grill,Cooking_with_airfryer,Cooking_with_stove,Do You Recyle_Plastic,Do You Recyle_Paper,Do You Recyle_Metal,Do You Recyle_Glass,Carbon Footprint (kg/month)
normal,male,vegetarian,less frequently,natural gas,private,often,105,very frequently,503,diesel,small,0,8,10,11,Sometimes,0,0,0,1,0,1,0,1,1,537.72
overweight,female,vegetarian,twice a day,coal,walk/bicycle,often,413,very frequently,1730,diesel,medium,2,9,10,2,No,0,0,1,1,1,0,0,1,0,1663.03
underweight,female,vegetarian,daily,wood,private,never,259,frequently,239,hybrid,small,8,5,4,2,Sometimes,0,1,0,1,0,1,0,1,0,450.5
overweight,male,vegan,twice a day,wood,private,often,365,never,3582,hybrid,large,3,4,8,2,Sometimes,0,1,1,0,1,1,1,0,0,3125.35
overweight,female,pescatarian,twice a day,wood,public,sometimes,100,never,2963,hybrid,extra large,9,3,7,6,Yes,0,1,1,1,0,1,1,1,1,2579.66
overweight,female,omnivore,twice a day,wood,private,sometimes,449,frequently,235,petrol,small,5,7,10,11,Sometimes,0,0,0,0,1,1,1,0,0,499.61
obese,female,vegetarian,twice a day,electricity,walk/bicycle,sometimes,177,never,2137,lpg,extra large,3,12,8,6,Sometimes,1,0,0,1,0,1,0,1,0,1874.15
underweight,male,pescatarian,daily,natural gas,public,sometimes,439,very frequently,150,lpg,medium,3,2,3,4,Sometimes,1,1,0,1,0,1,1,1,1,352.28
normal,female,omnivore,twice a day,wood,public,often,306,rarely,3340,None,small,3,6,10,3,Yes,1,0,0,1,0,0,0,1,0,2925.25
underweight,female,vegan,more frequently,electricity,public,sometimes,61,rarely,2511,None,small,2,0,8,6,No,1,0,0,0,1,0,1,0,1,2165.74
normal,female,pescatarian,more frequently,wood,walk/bicycle,often,73,very frequently,1132,electric,small,5,5,10,1,No,1,1,0,1,1,0,1,0,0,1044.51
obese,female,vegan,twice a day,natural gas,private,never,175,rarely,2023,petrol,medium,5,8,6,3,Yes,1,1,0,1,1,0,0,1,0,1836.74
obese,female,pescatarian,more frequently,wood,public,sometimes,380,frequently,563,electric,medium,6,5,1,6,Sometimes,1,0,0,0,0,1,1,1,0,645.54
obese,male,vegan,twice a day,wood,private,often,220,never,353,electric,small,0,2,9,5,Yes,1,1,0,0,1,0,1,1,0,447.73
obese,male,pescatarian,daily,coal,walk/bicycle,never,154,never,4839,petrol,medium,1,3,7,1,Sometimes,0,0,1,1,1,1,0,0,1,3993.11
normal,female,vegan,daily,coal,walk/bicycle,sometimes,467,frequently,2267,petrol,extra large,10,9,7,1,No,1,0,0,0,0,0,1,0,0,2137.97
overweight,female,omnivore,more frequently,coal,walk/bicycle,sometimes,270,rarely,1562,petrol,medium,9,9,8,3,Sometimes,1,0,0,0,0,0,1,1,0,1544.04
normal,male,pescatarian,more frequently,coal,public,sometimes,106,rarely,1858,electric,extra large,7,10,9,6,Sometimes,0,1,1,0,0,1,1,0,1,1698.61
underweight,female,omnivore,twice a day,wood,public,often,198,frequently,2150,lpg,large,8,10,2,0,No,0,1,0,0,1,1,0,0,0,1953.24
obese,female,vegetarian,less frequently,wood,private,often,89,very frequently,2405,electric,small,3,8,8,6,Yes,0,0,0,0,1,0,1,1,1,2099.64
obese,female,omnivore,twice a day,coal,private,never,82,never,708,diesel,large,4,12,5,11,Sometimes,0,0,1,1,0,0,1,1,1,728.08
underweight,female,pescatarian,twice a day,natural gas,public,sometimes,210,rarely,4922,None,medium,7,7,8,12,Yes,0,1,1,1,0,1,1,1,1,4205.24
normal,female,omnivore,daily,electricity,walk/bicycle,never,461,rarely,4943,hybrid,small,9,11,10,7,Sometimes,1,1,1,1,0,0,1,0,1,4291.61
overweight,female,pescatarian,less frequently,wood,walk/bicycle,often,157,very frequently,4766,lpg,medium,10,3,5,10,Sometimes,0,1,1,1,0,1,1,0,0,4070.46
overweight,female,vegan,less frequently,coal,public,sometimes,114,never,1621,diesel,large,3,6,3,9,Sometimes,1,0,0,0,1,0,1,1,1,1486.24
underweight,female,vegetarian,twice a day,electricity,private,never,125,rarely,898,lpg,large,9,12,4,6,Yes,1,1,0,0,0,0,1,1,0,950.35
overweight,male,omnivore,daily,coal,walk/bicycle,sometimes,95,very frequently,2884,diesel,extra large,10,9,4,0,No,0,0,1,1,1,1,0,1,0,2522.96
normal,male,vegetarian,more frequently,coal,public,often,466,never,3406,hybrid,large,1,11,2,8,No,1,1,1,1,0,0,1,1,0,2957.86
normal,female,omnivore,daily,natural gas,private,never,413,very frequently,1761,hybrid,medium,7,0,4,5,Sometimes,1,1,0,0,0,1,1,1,1,1701.04
underweight,female,pescatarian,more frequently,natural gas,private,sometimes,499,never,3342,lpg,small,7,10,7,2,Yes,1,1,0,0,0,1,0,0,1,3001.73
normal,female,omnivore,daily,wood,walk/bicycle,sometimes,469,rarely,3738,electric,extra large,7,12,3,12,No,1,0,0,1,1,0,1,1,0,3312.46
obese,female,vegetarian,less frequently,coal,walk/bicycle,sometimes,284,rarely,4684,diesel,extra large,6,9,6,0,No,0,1,0,1,0,1,1,1,0,3981.86
underweight,male,omnivore,daily,electricity,walk/bicycle,never,487,never,3217,None,small,6,5,0,0,Sometimes,0,0,1,0,1,1,1,1,0,2815.0
normal,male,vegetarian,twice a day,wood,walk/bicycle,often,483,very frequently,2057,hybrid,large,10,7,2,1,No,1,1,0,0,1,0,0,0,0,1981.18
underweight,male,vegetarian,more frequently,natural gas,private,often,484,frequently,451,diesel,small,10,12,3,6,No,1,1,1,1,0,1,0,1,0,679.64
overweight,male,pescatarian,daily,wood,public,never,163,frequently,3521,petrol,extra large,10,12,4,5,Yes,1,1,1,1,1,1,0,0,0,3105.49
normal,female,vegan,daily,wood,private,sometimes,357,very frequently,2483,electric,small,8,4,3,10,Yes,1,1,1,0,0,1,0,1,0,2239.88
obese,female,vegan,more frequently,coal,walk/bicycle,never,454,rarely,3384,electric,large,1,0,5,12,Sometimes,0,0,1,1,1,0,1,0,1,2973.35
normal,female,omnivore,daily,electricity,public,never,173,never,4781,lpg,small,0,6,0,8,No,1,1,0,1,0,0,1,1,0,3953.6
underweight,male,vegetarian,more frequently,natural gas,private,often,335,very frequently,830,diesel,extra large,9,1,6,10,Yes,1,0,1,1,1,0,0,0,0,960.81
underweight,female,pescatarian,less frequently,wood,public,never,192,never,3533,diesel,large,9,10,0,7,Sometimes,1,0,1,0,1,0,1,0,1,3059.88
normal,female,vegan,more frequently,wood,private,sometimes,186,never,892,hybrid,extra large,3,0,8,3,Sometimes,1,0,0,0,1,0,1,0,1,869.54
obese,male,pescatarian,more frequently,coal,public,often,296,frequently,310,petrol,medium,10,11,5,3,No,0,1,0,1,0,0,0,0,1,532.92
obese,male,pescatarian,less frequently,wood,private,often,337,rarely,2105,None,medium,5,12,1,5,Yes,0,1,1,0,1,1,1,1,0,1940.5
obese,male,vegetarian,daily,electricity,private,sometimes,121,rarely,61,None,medium,2,3,1,6,Yes,1,1,0,0,0,1,1,1,1,165.13
underweight,male,omnivore,daily,coal,walk/bicycle,never,456,frequently,996,petrol,large,6,7,5,4,Yes,0,1,1,1,0,1,1,0,1,1098.51
normal,male,vegetarian,less frequently,natural gas,private,often,332,very frequently,4370,diesel,small,8,4,8,4,No,0,1,1,0,0,1,1,1,0,3760.7
overweight,female,vegan,twice a day,wood,walk/bicycle,never,91,never,4176,hybrid,large,10,12,1,10,Sometimes,1,0,0,0,1,0,0,0,1,3564.25
underweight,female,vegan,more frequently,wood,private,sometimes,313,frequently,431,electric,medium,1,9,3,9,No,1,0,0,1,1,1,1,1,0,565.96
obese,male,pescatarian,daily,coal,public,often,270,frequently,3303,lpg,small,10,10,6,12,Sometimes,0,1,1,0,0,0,0,0,0,2917.26
normal,female,vegetarian,daily,wood,public,sometimes,316,rarely,1484,electric,small,2,0,2,1,No,0,0,0,1,0,0,0,1,1,1361.04
obese,female,vegetarian,more frequently,natural gas,walk/bicycle,often,454,very frequently,3476,petrol,small,1,0,4,3,Yes,0,1,1,0,1,0,1,1,1,2974.49
overweight,female,pescatarian,more frequently,electricity,private,sometimes,292,frequently,3690,petrol,extra large,6,10,9,7,No,1,1,0,1,1,1,1,0,1,3215.25
obese,female,omnivore,more frequently,electricity,walk/bicycle,never,93,never,279,diesel,small,2,12,5,1,Yes,1,0,0,0,1,1,1,0,1,379.6
obese,male,pescatarian,twice a day,coal,public,sometimes,472,frequently,4765,petrol,medium,9,11,4,12,No,0,0,1,0,0,0,1,1,0,4156.87
overweight,female,pescatarian,less frequently,wood,private,sometimes,338,never,2970,hybrid,large,10,6,9,0,Yes,1,1,0,0,0,0,0,1,1,2671.06
normal,female,vegan,twice a day,coal,walk/bicycle,sometimes,116,very frequently,4019,electric,small,6,5,7,8,Yes,1,1,0,0,1,1,1,1,0,3437.6
underweight,female,vegetarian,twice a day,coal,public,sometimes,360,frequently,4930,diesel,small,1,9,5,7,No,1,0,1,0,0,0,1,1,1,4160.53
normal,male,vegan,more frequently,coal,public,sometimes,318,never,2676,hybrid,small,5,0,4,6,No,0,1,1,0,0,0,1,1,0,2348.87
overweight,female,pescatarian,less frequently,coal,private,never,85,rarely,1743,hybrid,medium,2,8,5,11,No,1,0,1,0,0,0,1,0,1,1532.28
obese,male,vegetarian,daily,coal,private,never,136,rarely,4099,lpg,extra large,8,4,9,9,Sometimes,1,1,1,1,1,1,0,0,0,3502.33
normal,male,pescatarian,more frequently,wood,private,often,75,frequently,3500,petrol,medium,3,11,4,9,No,1,0,1,0,1,1,0,0,1,2968.95
underweight,male,pescatarian,less frequently,electricity,walk/bicycle,sometimes,343,rarely,696,petrol,extra large,5,0,10,5,Yes,0,0,0,1,0,0,0,0,0,790.41
overweight,male,omnivore,daily,electricity,walk/bicycle,never,149,frequently,895,hybrid,extra large,8,6,1,5,Yes,1,0,0,1,1,1,1,0,1,924.85
normal,female,vegan,twice a day,electricity,private,sometimes,200,never,4320,None,large,7,2,1,6,No,0,1,0,0,1,0,1,0,1,3672.08
underweight,male,vegan,less frequently,wood,private,sometimes,185,never,620,diesel,large,9,1,3,3,Yes,0,0,1,1,0,1,0,1,0,703.47
overweight,male,pescatarian,twice a day,wood,private,often,319,very frequently,1881,None,small,3,11,6,1,Yes,0,1,0,1,1,1,1,1,1,1759.49
underweight,male,omnivore,twice a day,coal,public,sometimes,329,rarely,870,hybrid,medium,4,5,1,4,Yes,0,0,1,1,0,1,0,0,0,877.94
overweight,male,pescatarian,less frequently,electricity,private,never,424,very frequently,2051,hybrid,small,2,9,8,2,Yes,1,0,1,0,1,0,1,1,1,1866.32
obese,male,pescatarian,daily,coal,walk/bicycle,often,473,frequently,1952,petrol,medium,2,1,10,1,Sometimes,1,0,0,1,0,1,1,0,0,1820.68
normal,female,pescatarian,less frequently,electricity,public,often,150,never,4529,electric,extra large,6,5,9,0,No,0,0,1,0,0,0,1,1,0,3845.87
underweight,male,omnivore,daily,natural gas,private,often,202,frequently,1916,petrol,medium,2,7,2,4,No,0,0,1,0,0,1,1,1,0,1670.36
overweight,female,vegetarian,more frequently,wood,walk/bicycle,sometimes,167,very frequently,3891,lpg,large,9,5,2,12,Sometimes,0,1,1,0,1,1,1,0,0,3336.53
underweight,female,omnivore,more frequently,natural gas,public,often,288,rarely,4618,lpg,extra large,9,9,7,10,No,1,0,1,0,1,0,0,0,0,3941.28
underweight,male,pescatarian,more frequently,electricity,public,never,458,frequently,3202,diesel,large,3,10,8,0,No,1,0,0,0,1,1,0,1,0,2851.54
normal,female,vegetarian,twice a day,coal,walk/bicycle,never,66,very frequently,3357,electric,extra large,4,2,7,11,Yes,0,1,0,0,0,0,1,1,1,2868.34
obese,female,pescatarian,more frequently,wood,walk/bicycle,often,181,rarely,4560,hybrid,medium,9,7,4,3,No,1,1,0,0,1,0,1,1,0,3865.28
underweight,female,omnivore,twice a day,wood,public,often,300,frequently,4576,None,extra large,9,2,3,0,No,1,1,0,1,1,1,1,1,1,3947.45
overweight,male,omnivore,daily,coal,walk/bicycle,often,134,very frequently,3216,electric,extra large,8,1,1,6,Sometimes,0,0,0,1,1,0,1,1,0,2785.35
overweight,male,vegetarian,less frequently,natural gas,public,sometimes,261,very frequently,166,petrol,small,5,2,7,6,No,1,1,0,0,0,0,0,1,0,413.96
obese,male,omnivore,less frequently,natural gas,public,often,414,rarely,288,petrol,medium,2,4,10,2,No,1,0,0,0,0,1,1,1,1,476.56
overweight,male,pescatarian,twice a day,natural gas,public,often,416,frequently,878,hybrid,medium,10,7,0,2,Yes,1,1,1,0,1,1,0,1,1,1002.83
obese,male,vegetarian,twice a day,natural gas,public,sometimes,154,frequently,1473,None,medium,2,9,7,9,Yes,0,1,0,1,0,1,1,1,1,1390.99
overweight,male,vegan,twice a day,wood,private,often,386,very frequently,1668,hybrid,large,5,12,9,0,Sometimes,1,0,1,1,1,0,0,0,0,1607.22
normal,male,pescatarian,daily,electricity,walk/bicycle,often,148,frequently,3747,lpg,medium,5,0,6,11,Sometimes,1,0,0,1,1,0,1,1,1,3171.57
underweight,female,vegan,daily,coal,private,never,90,rarely,3330,petrol,medium,6,5,1,9,No,0,1,0,0,0,1,1,1,1,2837.52
normal,female,vegetarian,more frequently,electricity,private,never,109,very frequently,3943,None,large,8,11,4,12,Sometimes,0,0,1,1,0,1,0,1,1,3386.79
underweight,male,vegetarian,more frequently,electricity,private,never,136,very frequently,159,petrol,large,10,8,2,10,Sometimes,0,0,1,1,1,1,1,0,1,354.96
underweight,female,pescatarian,less frequently,natural gas,private,sometimes,92,frequently,2189,lpg,extra large,2,7,10,0,Sometimes,1,0,0,1,1,0,1,0,1,1921.19
underweight,male,omnivore,more frequently,electricity,public,never,487,very frequently,1782,diesel,medium,5,1,9,11,No,0,0,1,0,1,0,1,0,0,1730.05
normal,male,pescatarian,daily,natural gas,public,never,357,rarely,4074,None,medium,9,7,5,3,No,0,1,0,0,0,1,0,0,0,3533.55
underweight,male,omnivore,daily,natural gas,public,often,70,never,3545,diesel,small,8,5,1,8,Sometimes,0,1,0,1,0,1,0,1,1,3020.84
normal,female,omnivore,daily,electricity,public,sometimes,201,very frequently,2000,lpg,large,9,4,0,11,Sometimes,1,1,1,0,0,1,0,1,1,1816.82
obese,male,pescatarian,daily,coal,private,often,470,frequently,3387,petrol,medium,0,12,3,3,Yes,1,1,1,1,1,0,1,0,1,2957.92
overweight,male,vegetarian,less frequently,electricity,public,often,171,frequently,3666,petrol,large,10,11,8,5,No,1,0,1,0,1,1,1,0,1,3210.88
overweight,male,pescatarian,less frequently,electricity,private,sometimes,221,rarely,2122,None,large,5,1,3,4,Sometimes,0,0,1,1,1,1,0,1,1,1886.43
underweight,male,vegan,daily,wood,public,sometimes,260,frequently,774,diesel,extra large,5,1,2,5,Sometimes,0,1,1,1,1,1,1,0,1,815.21
normal,female,vegetarian,twice a day,natural gas,walk/bicycle,often,182,frequently,4492,hybrid,large,7,10,5,0,No,0,0,1,0,1,0,1,0,1,3793.11
overweight,male,omnivore,more frequently,wood,walk/bicycle,often,494,never,626,hybrid,medium,10,5,8,4,Sometimes,1,0,1,1,1,0,0,0,1,845.41
normal,female,vegetarian,less frequently,coal,walk/bicycle,often,349,very frequently,664,lpg,small,4,1,5,5,Sometimes,1,0,1,0,0,1,0,1,1,712.93
normal,female,pescatarian,twice a day,electricity,walk/bicycle,sometimes,268,frequently,2187,hybrid,extra large,10,0,1,10,No,0,1,1,1,0,1,1,0,0,1991.43
underweight,male,vegetarian,more frequently,wood,public,often,439,frequently,1294,diesel,extra large,10,4,0,8,Yes,0,0,0,1,1,0,0,1,0,1325.64
overweight,male,omnivore,twice a day,wood,walk/bicycle,often,383,never,2570,electric,large,2,6,5,11,Sometimes,1,0,1,1,0,1,0,0,0,2295.03
underweight,female,omnivore,daily,electricity,walk/bicycle,never,436,very frequently,614,lpg,extra large,2,4,5,9,Yes,0,0,1,1,0,0,0,1,1,756.98
underweight,female,vegetarian,more frequently,electricity,private,never,114,rarely,4511,petrol,medium,4,2,1,11,Yes,0,0,1,0,0,1,0,0,0,3757.59
overweight,female,vegan,twice a day,natural gas,walk/bicycle,never,208,never,3848,electric,extra large,7,1,7,3,Yes,0,0,0,1,1,1,1,1,0,3303.25
overweight,female,omnivore,less frequently,natural gas,public,never,488,never,4264,diesel,medium,7,11,3,8,Sometimes,0,0,1,0,0,0,1,1,0,3737.78
obese,male,vegan,less frequently,wood,private,never,350,frequently,4045,petrol,small,7,2,7,11,Yes,1,0,1,0,0,0,0,1,0,3515.39
obese,female,omnivore,less frequently,electricity,public,often,163,frequently,3927,hybrid,large,4,5,1,1,Sometimes,0,1,0,0,0,1,1,0,0,3323.9
normal,female,vegetarian,more frequently,natural gas,private,often,123,rarely,2004,lpg,large,2,7,10,8,No,0,1,0,0,1,0,1,1,0,1806.82
overweight,female,omnivore,daily,natural gas,public,sometimes,360,rarely,620,hybrid,extra large,4,5,4,9,Sometimes,1,1,1,1,1,0,0,0,1,751.94
obese,female,vegan,daily,coal,walk/bicycle,sometimes,109,rarely,1060,lpg,small,1,8,10,11,Yes,1,1,1,0,0,1,1,0,1,1015.8
normal,male,vegan,more frequently,wood,private,sometimes,464,never,3204,diesel,large,3,8,10,10,No,1,0,0,1,0,1,0,1,0,2866.6
normal,male,vegetarian,more frequently,wood,walk/bicycle,often,303,never,4104,None,large,3,2,9,8,No,1,1,1,0,1,0,0,1,1,3505.49
normal,male,vegan,daily,wood,public,never,292,never,4280,None,medium,6,6,1,10,No,1,0,0,0,1,0,1,0,1,3619.95
obese,female,vegan,less frequently,electricity,public,often,164,rarely,1093,diesel,medium,9,7,9,1,Sometimes,1,1,0,1,0,0,0,0,1,1116.71
overweight,female,vegetarian,daily,coal,private,often,344,very frequently,2279,petrol,medium,10,2,0,10,Yes,1,0,1,0,0,0,1,0,1,2120.17
underweight,male,omnivore,daily,natural gas,public,sometimes,429,rarely,1905,lpg,medium,7,4,10,10,Sometimes,0,1,1,0,0,1,1,1,1,1831.42
normal,male,vegetarian,twice a day,coal,public,sometimes,153,frequently,3468,electric,extra large,7,2,4,4,Yes,0,0,0,0,0,1,0,0,1,2964.75
obese,female,omnivore,less frequently,natural gas,private,sometimes,97,never,847,hybrid,extra large,4,6,0,4,Yes,0,0,1,1,0,0,1,1,0,828.87
obese,male,omnivore,more frequently,natural gas,walk/bicycle,sometimes,129,frequently,2677,lpg,medium,10,4,0,5,No,0,1,1,1,0,0,0,1,1,2324.67
underweight,female,omnivore,daily,coal,private,often,76,rarely,4432,electric,small,8,0,9,10,No,1,1,1,0,0,0,1,1,1,3768.58
underweight,female,pescatarian,less frequently,wood,public,sometimes,321,frequently,1717,hybrid,extra large,7,0,5,10,Sometimes,1,1,1,1,1,1,0,1,0,1591.95
obese,female,omnivore,more frequently,electricity,public,never,485,never,3229,diesel,medium,2,8,9,4,Sometimes,0,0,0,0,1,0,0,1,1,2869.91
overweight,female,vegetarian,twice a day,coal,private,often,282,very frequently,2744,diesel,medium,8,4,6,7,Yes,1,0,1,1,1,0,0,1,0,2455.34
underweight,female,vegetarian,twice a day,wood,private,never,303,very frequently,138,petrol,small,7,10,1,8,No,1,0,0,1,0,0,0,0,1,382.42
obese,female,vegetarian,less frequently,wood,walk/bicycle,often,414,rarely,199,diesel,small,9,9,1,5,Sometimes,0,0,1,1,1,1,0,1,0,433.31
underweight,male,pescatarian,daily,electricity,public,often,437,very frequently,2354,diesel,small,2,1,3,11,Yes,1,0,0,0,1,0,0,0,0,2129.91
overweight,male,vegan,more frequently,electricity,public,sometimes,475,never,3647,diesel,large,1,11,6,6,Yes,1,1,0,1,1,0,0,1,1,3165.35
normal,male,pescatarian,less frequently,wood,walk/bicycle,never,422,rarely,2788,lpg,large,1,3,0,2,Yes,1,0,0,1,0,0,0,1,1,2394.71
underweight,female,vegetarian,twice a day,electricity,private,often,396,never,3584,petrol,small,7,4,4,0,Yes,1,0,1,0,0,0,1,0,1,3116.22
overweight,male,vegetarian,more frequently,wood,private,never,487,frequently,1112,lpg,extra large,8,10,7,11,Yes,1,0,1,1,0,0,1,0,0,1294.26
obese,female,vegan,more frequently,natural gas,walk/bicycle,often,186,rarely,2907,electric,extra large,7,8,3,10,No,0,1,0,1,1,1,0,0,1,2546.31
underweight,female,pescatarian,daily,electricity,private,often,202,very frequently,1372,None,medium,7,1,7,10,No,1,1,1,1,1,0,0,1,1,1331.34
underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,often,393,never,4501,diesel,medium,10,3,0,7,No,0,1,1,0,0,1,1,0,0,3906.78
obese,female,omnivore,twice a day,electricity,private,never,107,rarely,3472,electric,small,3,7,7,1,Yes,1,1,0,1,0,1,0,1,1,2947.47
normal,male,omnivore,twice a day,wood,private,often,269,rarely,4364,electric,large,4,2,7,11,Sometimes,1,0,1,1,0,1,1,1,1,3690.45
obese,male,vegetarian,more frequently,wood,private,never,67,very frequently,335,lpg,medium,2,1,1,4,Sometimes,0,1,0,1,0,0,1,0,0,370.39
underweight,male,omnivore,twice a day,wood,walk/bicycle,never,477,never,2418,diesel,extra large,7,2,3,0,Yes,1,0,0,1,0,0,1,0,0,2187.34
obese,female,vegan,less frequently,wood,walk/bicycle,sometimes,139,frequently,587,lpg,medium,2,6,1,11,No,1,1,1,1,1,0,1,1,1,623.65
overweight,male,vegetarian,twice a day,wood,walk/bicycle,never,379,very frequently,4335,hybrid,extra large,6,8,2,8,Sometimes,0,1,1,1,0,0,1,1,0,3736.13
obese,male,pescatarian,more frequently,wood,public,often,226,rarely,806,hybrid,small,5,4,8,12,Yes,0,1,0,0,0,0,1,1,1,885.37
underweight,male,vegetarian,twice a day,electricity,public,often,93,never,828,None,large,5,9,9,1,Yes,0,0,1,1,1,0,0,1,1,829.34
obese,female,vegan,twice a day,electricity,walk/bicycle,often,252,rarely,2894,diesel,large,0,1,3,9,No,1,1,1,0,0,0,1,1,0,2496.94
normal,male,pescatarian,more frequently,natural gas,public,often,159,very frequently,3231,None,extra large,7,10,0,3,Sometimes,0,0,0,1,1,1,0,1,1,2800.66
obese,female,vegan,twice a day,coal,public,never,471,frequently,3584,None,medium,8,10,0,1,Yes,0,1,0,0,0,1,0,1,0,3155.7
normal,male,omnivore,daily,electricity,private,sometimes,242,frequently,1742,electric,small,3,6,1,1,Yes,0,0,1,0,0,0,0,0,0,1602.89
overweight,female,omnivore,more frequently,electricity,private,never,386,never,2082,lpg,medium,3,2,10,0,No,1,0,0,1,0,0,1,0,0,1945.32
normal,male,omnivore,twice a day,coal,private,often,177,frequently,723,electric,extra large,7,6,6,2,No,1,1,0,1,1,1,1,1,0,820.13
obese,male,vegan,daily,coal,public,never,59,rarely,4766,None,medium,5,5,8,0,Yes,0,0,1,1,0,1,0,0,1,3976.73
underweight,male,vegan,less frequently,natural gas,public,sometimes,368,frequently,2963,None,extra large,7,0,0,12,No,1,1,1,0,0,1,1,1,0,2610.11
normal,female,vegetarian,more frequently,natural gas,walk/bicycle,sometimes,143,frequently,3886,hybrid,small,6,9,4,11,No,1,1,1,1,1,0,1,0,1,3325.09
overweight,male,pescatarian,twice a day,wood,public,sometimes,351,frequently,2071,lpg,large,7,12,9,11,Yes,0,0,1,1,1,0,0,0,0,1913.06
