Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,CarbonEmission,"['Grill', 'Airfryer']","['Microwave', 'Grill', 'Airfryer']",['Microwave'],"['Oven', 'Grill', 'Airfryer']","['Oven', 'Microwave', 'Grill', 'Airfryer']","['Oven', 'Microwave']",['Oven'],"['Stove', 'Grill', 'Airfryer']","['Stove', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Microwave']","['Stove', 'Oven', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']","['Stove', 'Oven', 'Microwave']","['Stove', 'Oven']",['Stove'],[]
overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,66,frequently,65,large,1,16,9,20,No,"['Paper', 'Plastic']",1563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,pescatarian,less frequently,wood,private,petrol,often,259,very frequently,1904,extra large,4,24,26,1,No,"['Paper', 'Plastic']",4171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,female,pescatarian,daily,coal,private,electric,sometimes,76,frequently,6819,large,4,11,48,9,Yes,[],2207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,omnivore,less frequently,coal,private,lpg,sometimes,91,never,6673,large,4,18,8,12,No,"['Paper', 'Plastic']",2679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,169,never,3,medium,4,16,31,20,No,"['Paper', 'Plastic', 'Glass']",1213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,less frequently,coal,public,,sometimes,296,frequently,245,small,4,15,39,24,No,"['Plastic', 'Glass', 'Metal']",2280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,vegetarian,more frequently,electricity,private,diesel,often,257,rarely,1589,medium,7,15,22,0,Sometimes,"['Glass', 'Metal']",1922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
obese,male,vegetarian,more frequently,coal,private,petrol,never,152,never,1047,large,7,21,27,1,No,"['Plastic', 'Glass', 'Metal']",2605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,male,pescatarian,more frequently,electricity,private,hybrid,sometimes,136,rarely,269,large,6,23,35,14,Yes,"['Plastic', 'Glass', 'Metal']",1605,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,male,pescatarian,less frequently,coal,private,petrol,never,148,rarely,8073,medium,3,3,35,9,Yes,"['Paper', 'Plastic', 'Glass']",4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,male,vegetarian,less frequently,coal,walk/bicycle,,often,154,frequently,60,extra large,7,16,41,10,Sometimes,['Plastic'],3221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,vegetarian,twice a day,electricity,walk/bicycle,,never,293,never,10,large,1,17,0,18,Sometimes,"['Paper', 'Plastic', 'Glass']",412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,male,vegetarian,twice a day,wood,walk/bicycle,,sometimes,238,very frequently,83,small,4,19,44,0,No,['Plastic'],2919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,less frequently,wood,private,petrol,sometimes,296,frequently,6059,large,2,15,12,4,No,['Paper'],4078,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,vegetarian,twice a day,coal,private,hybrid,never,73,frequently,7238,large,2,10,36,7,No,"['Paper', 'Plastic', 'Metal']",2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,male,vegan,more frequently,electricity,private,hybrid,never,160,rarely,7115,large,4,0,43,8,No,"['Paper', 'Plastic', 'Glass', 'Metal']",2515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegan,less frequently,wood,private,electric,often,270,very frequently,8530,small,2,16,2,4,Yes,"['Paper', 'Metal']",1948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegetarian,more frequently,wood,walk/bicycle,,often,276,never,6,extra large,6,5,47,23,Yes,"['Paper', 'Metal']",2233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,female,vegetarian,twice a day,electricity,private,hybrid,sometimes,122,never,8874,extra large,4,15,30,5,No,['Metal'],2435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,male,vegetarian,daily,electricity,public,,never,199,very frequently,762,small,1,8,25,11,No,[],2867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,male,vegetarian,twice a day,natural gas,public,,often,202,never,263,medium,2,20,41,6,Yes,"['Plastic', 'Glass', 'Metal']",1554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,twice a day,electricity,walk/bicycle,,often,155,never,56,small,3,15,25,22,Sometimes,"['Plastic', 'Metal']",976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,more frequently,wood,public,,sometimes,258,never,1218,medium,2,14,45,8,Yes,[],1846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegan,twice a day,coal,public,,sometimes,94,never,1190,large,4,18,0,6,Yes,"['Glass', 'Metal']",1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,female,vegan,more frequently,wood,public,,never,245,very frequently,1340,large,4,1,39,8,Sometimes,"['Plastic', 'Metal']",2243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,pescatarian,daily,coal,public,,often,118,rarely,419,medium,3,17,8,24,No,"['Plastic', 'Glass']",1792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,twice a day,electricity,private,electric,often,294,never,8383,medium,4,14,50,2,No,['Glass'],1484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,male,pescatarian,twice a day,electricity,walk/bicycle,,often,71,rarely,51,extra large,1,5,42,1,Sometimes,"['Glass', 'Metal']",1292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obese,male,vegan,daily,natural gas,walk/bicycle,,often,125,never,71,large,6,2,27,22,Sometimes,"['Plastic', 'Glass', 'Metal']",1858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,twice a day,natural gas,private,hybrid,never,231,very frequently,4671,extra large,6,15,16,5,No,"['Plastic', 'Glass']",3571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,male,omnivore,less frequently,coal,private,electric,often,158,very frequently,3320,medium,2,17,22,10,Yes,['Metal'],2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,female,pescatarian,twice a day,coal,public,,never,84,very frequently,144,extra large,2,23,34,2,Sometimes,"['Paper', 'Plastic', 'Glass']",2712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,more frequently,wood,public,,often,224,very frequently,865,small,1,14,12,2,Yes,"['Paper', 'Glass']",1965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,daily,electricity,private,lpg,never,73,frequently,185,extra large,1,0,15,18,Sometimes,['Glass'],1349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,omnivore,twice a day,electricity,public,,often,290,very frequently,1059,medium,5,17,45,3,Yes,['Paper'],3075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,female,omnivore,more frequently,coal,public,,often,202,never,1943,medium,7,13,50,6,Sometimes,"['Paper', 'Plastic']",2465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,vegetarian,daily,coal,walk/bicycle,,often,277,never,91,small,1,15,14,0,No,"['Plastic', 'Glass', 'Metal']",1309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,pescatarian,more frequently,natural gas,public,,often,286,rarely,1214,medium,2,15,10,24,Yes,"['Glass', 'Metal']",1345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,less frequently,natural gas,public,,often,235,frequently,421,medium,7,13,0,23,Yes,['Paper'],1869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,twice a day,electricity,walk/bicycle,,often,57,rarely,61,small,4,1,8,19,Sometimes,"['Plastic', 'Metal']",775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
obese,female,omnivore,less frequently,coal,private,petrol,often,247,rarely,5642,small,3,9,29,14,Yes,"['Paper', 'Plastic', 'Metal']",3959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,more frequently,natural gas,private,electric,often,91,very frequently,6428,medium,1,9,44,11,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",2333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
underweight,female,pescatarian,twice a day,wood,public,,sometimes,140,rarely,490,extra large,3,16,0,17,No,"['Plastic', 'Glass']",1137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
underweight,male,vegetarian,twice a day,natural gas,private,electric,often,235,never,1927,extra large,2,11,41,14,Sometimes,"['Paper', 'Plastic']",1599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,twice a day,electricity,walk/bicycle,,never,52,frequently,60,extra large,1,23,15,20,Sometimes,['Glass'],1392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,less frequently,wood,private,electric,never,66,rarely,6181,extra large,7,10,19,12,Yes,"['Paper', 'Metal']",1588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,pescatarian,daily,natural gas,public,,sometimes,109,very frequently,1134,large,2,15,2,14,No,"['Plastic', 'Metal']",2388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,more frequently,coal,private,diesel,often,82,rarely,6441,large,3,8,21,15,No,"['Plastic', 'Glass']",3655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,male,vegan,more frequently,coal,public,,never,299,frequently,645,small,1,11,40,15,Sometimes,['Metal'],2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
underweight,female,pescatarian,more frequently,coal,public,,never,252,never,15,medium,7,10,6,22,No,"['Plastic', 'Glass']",1344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,twice a day,electricity,walk/bicycle,,sometimes,64,very frequently,4,medium,5,9,6,2,Yes,"['Glass', 'Metal']",1792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,male,omnivore,daily,natural gas,walk/bicycle,,never,141,very frequently,53,small,3,22,31,9,Sometimes,['Plastic'],3125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,twice a day,natural gas,public,,often,236,frequently,1387,large,2,11,46,15,Yes,"['Paper', 'Glass', 'Metal']",2106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegetarian,less frequently,wood,walk/bicycle,,often,57,frequently,39,medium,1,12,13,11,Sometimes,"['Paper', 'Glass', 'Metal']",1309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
overweight,female,vegan,daily,electricity,private,electric,often,232,very frequently,3002,small,3,7,27,10,No,['Glass'],2415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,male,pescatarian,more frequently,natural gas,walk/bicycle,,never,203,frequently,71,extra large,4,15,45,14,No,"['Paper', 'Plastic', 'Metal']",2711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,male,omnivore,twice a day,electricity,private,electric,often,258,rarely,3175,extra large,1,5,18,6,Sometimes,"['Glass', 'Metal']",1290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,omnivore,daily,coal,walk/bicycle,,never,179,never,91,small,2,4,11,3,Yes,"['Paper', 'Plastic', 'Metal']",694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overweight,male,vegan,twice a day,wood,walk/bicycle,,sometimes,230,never,50,extra large,1,19,5,8,Sometimes,"['Glass', 'Metal']",910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,vegetarian,daily,natural gas,public,,often,112,frequently,804,extra large,2,6,27,4,No,['Plastic'],2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overweight,female,vegetarian,less frequently,wood,private,hybrid,often,152,rarely,3754,small,6,3,6,22,Sometimes,"['Glass', 'Metal']",1757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,more frequently,electricity,public,,sometimes,249,very frequently,25,medium,7,11,2,18,Yes,"['Paper', 'Metal']",2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
normal,male,vegetarian,daily,coal,private,diesel,often,160,never,2635,large,1,11,15,22,No,"['Glass', 'Metal']",2031,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,female,vegan,daily,wood,public,,never,56,rarely,1427,large,6,5,13,15,No,['Glass'],1477,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
normal,female,vegetarian,daily,natural gas,walk/bicycle,,often,94,very frequently,73,small,6,1,16,23,No,"['Paper', 'Plastic', 'Glass']",2085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
overweight,male,vegan,more frequently,electricity,walk/bicycle,,often,193,rarely,88,small,6,9,17,8,Sometimes,"['Paper', 'Metal']",1210,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overweight,female,vegetarian,daily,coal,walk/bicycle,,sometimes,121,rarely,31,extra large,5,24,20,20,Yes,['Metal'],1898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,vegetarian,more frequently,wood,public,,often,243,frequently,1495,large,4,1,22,15,No,"['Paper', 'Plastic', 'Glass']",1785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,vegetarian,more frequently,electricity,private,petrol,often,119,frequently,9933,extra large,3,12,24,5,No,"['Paper', 'Plastic']",4824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegan,more frequently,electricity,private,hybrid,never,172,frequently,8869,medium,6,23,0,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",2281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
obese,female,vegan,twice a day,coal,private,petrol,sometimes,238,never,3468,small,4,16,10,18,Yes,"['Paper', 'Glass', 'Metal']",2416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,male,vegan,daily,wood,public,,never,166,never,916,medium,5,2,17,3,No,['Glass'],1394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,male,vegan,less frequently,wood,walk/bicycle,,often,79,never,63,extra large,2,24,31,13,No,"['Plastic', 'Glass', 'Metal']",1308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,never,118,never,25,medium,1,8,39,4,Sometimes,"['Paper', 'Plastic', 'Metal']",878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,male,vegetarian,more frequently,coal,public,,never,65,rarely,1779,large,1,16,1,12,No,['Metal'],1293,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
normal,female,vegan,daily,coal,private,petrol,never,107,frequently,9759,extra large,6,12,18,19,Yes,"['Plastic', 'Glass']",5424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,twice a day,natural gas,public,,often,94,very frequently,1669,small,1,24,36,14,Sometimes,[],2600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,twice a day,wood,walk/bicycle,,sometimes,278,never,2,large,5,19,7,9,Sometimes,"['Paper', 'Metal']",1071,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegetarian,less frequently,natural gas,public,,never,79,frequently,1292,extra large,1,23,8,8,No,['Glass'],1767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,vegetarian,more frequently,wood,public,,often,267,frequently,1011,large,6,13,42,1,Yes,['Metal'],2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,omnivore,twice a day,electricity,public,,often,294,very frequently,1182,extra large,6,24,46,5,Yes,"['Paper', 'Glass', 'Metal']",3606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,male,vegetarian,daily,wood,public,,sometimes,166,rarely,982,medium,2,11,13,20,Yes,['Plastic'],1683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,more frequently,electricity,private,hybrid,sometimes,226,frequently,4222,medium,5,23,40,6,Yes,"['Glass', 'Metal']",2262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,female,vegetarian,daily,coal,public,,never,240,frequently,1065,large,5,18,19,3,No,"['Paper', 'Plastic']",1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,male,vegan,less frequently,electricity,walk/bicycle,,never,253,very frequently,83,large,6,10,0,0,No,"['Paper', 'Plastic', 'Glass']",1860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,vegan,twice a day,natural gas,private,petrol,often,56,never,7598,medium,6,4,12,19,No,[],4462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,more frequently,electricity,walk/bicycle,,sometimes,273,very frequently,9,small,2,23,26,17,Sometimes,['Glass'],2031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
normal,female,omnivore,twice a day,wood,walk/bicycle,,sometimes,266,frequently,7,small,4,24,13,22,Yes,"['Paper', 'Glass', 'Metal']",1546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,female,pescatarian,daily,natural gas,public,,sometimes,202,never,833,medium,5,23,16,10,Sometimes,[],1475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,female,pescatarian,twice a day,coal,private,diesel,never,170,very frequently,4136,small,2,14,50,18,No,"['Paper', 'Metal']",4105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
overweight,female,vegetarian,more frequently,wood,walk/bicycle,,never,178,never,20,small,5,16,41,4,Yes,[],1405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,more frequently,wood,walk/bicycle,,never,297,never,45,large,4,3,39,22,No,"['Glass', 'Metal']",2070,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
underweight,male,omnivore,daily,coal,public,,sometimes,88,very frequently,853,extra large,2,17,11,4,No,['Plastic'],2573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,omnivore,less frequently,coal,private,electric,often,80,never,1388,large,4,7,19,7,Sometimes,"['Glass', 'Metal']",1471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,omnivore,daily,natural gas,public,,never,290,very frequently,718,medium,7,21,28,10,No,"['Paper', 'Metal']",3427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,male,pescatarian,less frequently,wood,walk/bicycle,,often,238,rarely,43,medium,3,4,17,0,Sometimes,"['Paper', 'Glass', 'Metal']",1152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,vegan,less frequently,electricity,public,,never,85,rarely,97,medium,3,18,34,11,Yes,"['Plastic', 'Metal']",1165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,twice a day,coal,public,,often,136,very frequently,1149,medium,3,2,37,17,Sometimes,[],2682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
underweight,male,pescatarian,less frequently,electricity,private,lpg,sometimes,95,never,4917,large,7,0,45,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",2634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,vegan,twice a day,coal,private,diesel,often,213,frequently,3038,large,7,3,4,14,No,['Paper'],2541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,254,rarely,16,small,4,21,10,8,No,"['Paper', 'Plastic', 'Metal']",1160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
normal,male,vegetarian,daily,wood,private,petrol,never,298,rarely,1657,extra large,2,20,50,8,No,"['Plastic', 'Metal']",2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
overweight,male,omnivore,twice a day,coal,walk/bicycle,,sometimes,126,very frequently,49,small,5,9,33,24,No,['Plastic'],3685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,often,76,frequently,65,extra large,6,7,37,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",2133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,female,vegetarian,twice a day,coal,private,petrol,never,95,very frequently,2439,small,3,4,9,1,No,['Paper'],2799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,daily,wood,public,,sometimes,233,never,205,large,5,15,34,19,Sometimes,"['Paper', 'Plastic', 'Metal']",1682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
normal,male,omnivore,daily,wood,walk/bicycle,,never,168,frequently,20,small,1,15,2,23,No,"['Paper', 'Plastic', 'Metal']",1306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,169,very frequently,86,small,2,18,4,4,Sometimes,['Paper'],2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,male,vegetarian,more frequently,coal,public,,often,190,frequently,149,extra large,6,0,40,3,Yes,['Paper'],3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obese,male,vegan,twice a day,electricity,walk/bicycle,,sometimes,129,very frequently,70,extra large,1,22,42,13,Sometimes,"['Plastic', 'Metal']",2993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,less frequently,wood,private,diesel,never,295,frequently,9151,small,7,2,33,23,Yes,['Metal'],4359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,often,188,very frequently,92,extra large,4,7,28,6,Yes,[],2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
normal,male,pescatarian,more frequently,wood,walk/bicycle,,never,202,frequently,5,extra large,2,2,7,23,Sometimes,['Metal'],1851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,more frequently,natural gas,public,,sometimes,271,frequently,1295,medium,7,2,27,1,No,"['Plastic', 'Glass']",2388,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,male,vegan,twice a day,wood,public,,often,53,never,1475,large,3,15,13,15,No,"['Paper', 'Metal']",1409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
overweight,male,vegan,less frequently,natural gas,private,lpg,never,132,rarely,1197,large,6,13,11,3,No,"['Plastic', 'Glass', 'Metal']",1890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
obese,female,pescatarian,more frequently,electricity,public,,never,130,very frequently,1467,extra large,4,4,45,23,Sometimes,"['Glass', 'Metal']",3110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,female,vegetarian,twice a day,coal,private,lpg,never,121,rarely,1526,small,2,15,4,9,Yes,['Paper'],1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,daily,coal,private,electric,never,89,never,4621,medium,4,22,46,1,Sometimes,['Glass'],2029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,more frequently,electricity,private,lpg,sometimes,175,very frequently,3953,medium,6,12,11,22,No,['Metal'],4064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overweight,female,vegetarian,daily,natural gas,walk/bicycle,,never,59,never,60,medium,1,7,22,21,Sometimes,[],973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
underweight,female,vegan,twice a day,electricity,walk/bicycle,,sometimes,88,frequently,68,extra large,2,9,25,7,Yes,"['Paper', 'Glass']",1265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,male,pescatarian,twice a day,natural gas,private,electric,never,213,rarely,2184,medium,6,24,33,15,No,['Glass'],2218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,often,222,frequently,3,large,5,11,17,15,Sometimes,['Paper'],1727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
normal,male,vegan,less frequently,electricity,public,,sometimes,268,frequently,1707,large,1,8,29,16,Sometimes,['Metal'],1865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
normal,female,vegetarian,more frequently,natural gas,private,diesel,often,115,very frequently,1655,small,6,10,26,1,No,"['Glass', 'Metal']",2500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,male,pescatarian,less frequently,natural gas,private,diesel,often,294,very frequently,5746,medium,7,17,49,10,No,"['Paper', 'Glass']",5098,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,female,pescatarian,twice a day,electricity,public,,never,248,rarely,1166,medium,5,21,38,18,Sometimes,['Plastic'],1674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underweight,female,omnivore,daily,wood,private,hybrid,often,112,very frequently,1844,small,7,6,5,8,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
underweight,male,vegan,less frequently,coal,walk/bicycle,,often,100,very frequently,66,large,7,1,5,12,Sometimes,['Paper'],2774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
underweight,female,pescatarian,daily,electricity,walk/bicycle,,often,298,never,9,large,4,16,31,6,Yes,"['Plastic', 'Glass']",1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obese,female,omnivore,less frequently,electricity,private,lpg,never,243,rarely,8133,extra large,4,24,21,23,No,[],4372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
overweight,female,vegan,less frequently,coal,public,,often,139,rarely,1893,medium,2,9,39,1,Yes,"['Plastic', 'Glass']",1686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
underweight,male,vegetarian,daily,wood,walk/bicycle,,sometimes,232,very frequently,59,small,7,14,22,9,No,"['Paper', 'Plastic']",2361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
overweight,female,vegan,more frequently,natural gas,private,petrol,often,170,frequently,6388,extra large,3,3,48,9,Sometimes,[],4605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obese,male,omnivore,less frequently,natural gas,public,,often,173,frequently,678,small,1,3,1,19,No,"['Paper', 'Glass', 'Metal']",1841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
overweight,male,pescatarian,less frequently,electricity,private,diesel,never,151,frequently,4861,large,6,16,24,3,Sometimes,"['Plastic', 'Glass']",3459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
